"Excel Table 7: Differentially variable positions (p < 0.05) within the Bangladesh 450K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg03760927,0.35,0.040,1.000,1.00,chr3,100120682,LNP1;LNP1;TOMM70A,5'UTR;1stExon;TSS1500
cg08682582,-0.07,0.040,1.000,1.00,chr19,2476077,GADD45B,TSS200
cg02314091,0.11,0.040,1.000,1.00,chr19,36207131,ZBTB32,Body
cg07465602,-0.12,0.040,1.000,1.00,chr20,44830440,CDH22,Body
cg19006060,0.10,0.040,1.000,1.00,chr12,15374609,RERG,TSS1500
cg23114476,0.10,0.040,1.000,1.00,chr5,40495940,,
cg20598457,0.17,0.040,1.000,1.00,chr14,103576399,C14orf73,Body
cg12592779,0.11,0.040,1.000,1.00,chr7,6745725,ZNF12;ZNF12,5'UTR;5'UTR
cg08219438,0.12,0.040,1.000,1.00,chr19,47925480,,
cg16006242,0.20,0.040,1.000,1.00,chr17,40087054,TTC25,1stExon
cg17542545,0.10,0.040,1.000,1.00,chr20,25388779,GINS1,Body
cg25498258,0.11,0.040,1.000,1.00,chr2,208741349,PLEKHM3,Body
cg01687402,0.09,0.040,1.000,1.00,chr17,48620661,EPN3,3'UTR
cg13132965,0.27,0.040,1.000,1.00,chr3,99595033,C3orf26;FILIP1L;MIR548G;FILIP1L;FILIP1L;FILIP1L,Body;Body;Body;1stExon;5'UTR;Body
cg16889990,-0.48,0.040,1.000,1.00,chr19,57631478,USP29,TSS200
cg18798934,0.07,0.040,1.000,1.00,chr6,28972654,ZNF311,5'UTR
cg04096365,-0.08,0.040,1.000,1.00,chr19,18284450,IFI30,TSS200
cg01012082,0.12,0.040,1.000,1.00,chr8,71025759,NCOA2,3'UTR
cg07579109,-0.10,0.040,1.000,1.00,chr22,23437461,RTDR1;GNAZ,Body;5'UTR
cg27284088,0.09,0.040,1.000,1.00,chr4,84031130,PLAC8;PLAC8;PLAC8,5'UTR;TSS200;5'UTR
cg03693064,0.09,0.040,1.000,1.00,chr11,94227380,ANKRD49;MRE11A;MRE11A,5'UTR;TSS1500;TSS1500
cg15821835,0.15,0.040,1.000,1.00,chr8,67686767,SGK3;SGK3;SGK3,TSS1500;TSS1500;5'UTR
cg08900043,-0.08,0.040,1.000,1.00,chr12,54378896,HOXC10,TSS200
cg23937993,-0.08,0.040,1.000,1.00,chr11,10477847,AMPD3;AMPD3;AMPD3;AMPD3,1stExon;5'UTR;5'UTR;Body
cg20935542,0.14,0.040,1.000,1.00,chr1,60474562,C1orf87,Body
cg26661718,0.10,0.040,1.000,1.00,chr1,36718014,THRAP3,5'UTR
cg16656852,0.14,0.040,1.000,1.00,chr3,98241973,CLDND1;CLDND1;CLDND1;CLDND1;CLDND1;CLDND1,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg03678722,0.10,0.040,1.000,1.00,chr2,228422513,AGFG1;AGFG1;AGFG1;AGFG1,3'UTR;3'UTR;3'UTR;3'UTR
cg11737334,0.10,0.040,1.000,1.00,chr19,17862210,FCHO1;FCHO1;FCHO1;FCHO1,5'UTR;TSS200;TSS200;5'UTR
cg24563094,-0.09,0.040,1.000,1.00,chr2,26395458,FAM59B,TSS1500
cg19073576,0.18,0.040,1.000,1.00,chr13,113808243,,
cg05138150,0.09,0.040,1.000,1.00,chr12,130914344,RIMBP2,Body
cg23058124,0.12,0.040,1.000,1.00,chr3,133392794,,
cg03158942,0.17,0.040,1.000,1.00,chr8,49043527,,
cg17341361,-0.06,0.040,1.000,1.00,chr7,5414170,TNRC18,Body
cg06590610,-0.08,0.040,1.000,1.00,chr7,50444317,IKZF1,Body
cg18150885,-0.10,0.040,1.000,1.00,chr1,21978612,RAP1GAP;RAP1GAP;RAP1GAP,5'UTR;TSS1500;5'UTR
cg23643529,0.10,0.040,1.000,1.00,chr7,140625510,BRAF,TSS1500
cg21502888,0.18,0.040,1.000,1.00,chr17,37022915,,
cg01749436,0.12,0.040,1.000,1.00,chr8,9756178,,
cg15034413,0.10,0.040,1.000,1.00,chr10,76833205,,
cg26005705,-0.10,0.040,1.000,1.00,chr18,13725923,C18orf19;RNMT;C18orf19,5'UTR;TSS1500;5'UTR
cg09817677,0.11,0.040,1.000,1.00,chr16,57570819,CCDC102A,TSS1500
cg13160386,0.10,0.040,1.000,1.00,chr6,108432439,,
cg15077087,-0.09,0.040,1.000,1.00,chr2,241070823,MYEOV2;MYEOV2,Body;Body
cg01834064,0.10,0.040,1.000,1.00,chr7,39234432,POU6F2;POU6F2,Body;Body
cg01634268,0.09,0.040,1.000,1.00,chr13,31736237,HSPH1,TSS200
cg13580749,-0.12,0.040,1.000,1.00,chr9,102181570,,
cg04768184,0.12,0.040,1.000,1.00,chr8,37963284,ASH2L;ASH2L,Body;TSS200
cg13600201,0.12,0.040,1.000,1.00,chr9,140193934,,
cg26790325,0.08,0.040,1.000,1.00,chr3,171593356,,
cg13129380,0.07,0.040,1.000,1.00,chr11,69931212,ANO1;ANO1,Body;TSS1500
cg00624939,0.11,0.040,1.000,1.00,chr8,144279703,,
cg03648631,-0.10,0.040,1.000,1.00,chr4,103749307,UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3,TSS1500;TSS1500;TSS200;TSS1500;TSS1500;Body;TSS1500;5'UTR;TSS1500
cg03221366,0.21,0.040,1.000,1.00,chr12,131943548,,
cg20098886,-0.07,0.040,1.000,1.00,chr4,39046187,KLHL5;KLHL5,TSS1500;TSS1500
cg08934208,-0.09,0.040,1.000,1.00,chr7,105731689,SYPL1;SYPL1,3'UTR;3'UTR
cg12900649,0.09,0.040,1.000,1.00,chr17,74494213,RHBDF2;RHBDF2,5'UTR;5'UTR
cg24098404,0.10,0.040,1.000,1.00,chr19,18434142,LSM4,TSS200
cg11852404,0.23,0.040,1.000,1.00,chr5,135414858,,
cg07312312,0.13,0.040,1.000,1.00,chr1,109652455,C1orf194,Body
cg20798412,-0.12,0.040,1.000,1.00,chr7,150725310,ABCB8,TSS200
cg22623223,0.20,0.040,1.000,1.00,chr7,157484045,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg13348475,0.09,0.040,1.000,1.00,chr5,166098241,,
cg14556616,-0.31,0.040,1.000,1.00,chr9,126136933,CRB2,Body
cg07615435,0.08,0.040,1.000,1.00,chr7,98625802,SMURF1;SMURF1,3'UTR;3'UTR
cg00114944,-0.10,0.040,1.000,1.00,chr6,139350067,C6orf115,5'UTR
cg11466908,-0.09,0.040,1.000,1.00,chr9,94123704,AUH,Body
cg07479030,-0.10,0.040,1.000,1.00,chr13,113496719,ATP11A;ATP11A,Body;Body
cg01016847,0.11,0.040,1.000,1.00,chr14,23303413,MRPL52;MRPL52;MRPL52;MRPL52;MRPL52;MRPL52,Body;Body;Body;Body;Body;Body
cg25135555,0.13,0.040,1.000,1.00,chr17,9832474,GAS7;GAS7;GAS7;GAS7,Body;Body;Body;Body
cg11199639,0.25,0.040,1.000,1.00,chr8,39172111,ADAM5P,TSS200
cg24442572,0.14,0.040,1.000,1.00,chr11,12961589,TEAD1,3'UTR
cg19886853,0.12,0.040,1.000,1.00,chr1,8277746,,
cg10683527,0.18,0.040,1.000,1.00,chr4,178230606,NEIL3,TSS1500
cg27171798,-0.10,0.040,1.000,1.00,chr4,88141802,KLHL8,TSS200
cg21154227,0.15,0.040,1.000,1.00,chr4,57904332,IGFBP7,Body
cg09317554,-0.10,0.040,1.000,1.00,chr4,151505084,LRBA;MAB21L2,Body;1stExon
cg03907174,0.10,0.040,1.000,1.00,chr19,50030461,RCN3,TSS1500
cg15698568,0.14,0.040,1.000,1.00,chr12,131200725,,
cg11841450,0.19,0.040,1.000,1.00,chr5,133406986,,
cg12180893,0.09,0.040,1.000,1.00,chr14,23794460,PABPN1,Body
cg02458198,0.08,0.040,1.000,1.00,chr17,3375211,SPATA22;SPATA22;SPATA22;SPATA22;SPATA22;SPATA22,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg08228932,-0.09,0.040,1.000,1.00,chr19,47757612,,
cg20516161,0.08,0.040,1.000,1.00,chr22,45559322,NUP50;NUP50,TSS1500;TSS1500
cg04332818,0.08,0.040,1.000,1.00,chr4,123747750,FGF2,TSS200
cg02121749,0.09,0.040,1.000,1.00,chr15,89440036,HAPLN3,TSS1500
cg08786026,0.09,0.040,1.000,1.00,chr6,126068238,,
cg12590005,0.10,0.040,1.000,1.00,chr6,35997326,MAPK14;MAPK14;MAPK14;MAPK14,Body;Body;Body;Body
cg05376754,-0.10,0.040,1.000,1.00,chr4,3825845,,
cg15320474,0.15,0.040,1.000,1.00,chr6,29528005,UBD,TSS1500
cg20282837,0.10,0.040,1.000,1.00,chr10,3508379,,
cg16200736,0.13,0.040,1.000,1.00,chr10,100143467,PYROXD2,3'UTR
cg19767622,0.10,0.040,1.000,1.00,chr6,164051738,,
cg24289669,0.06,0.040,1.000,1.00,chr13,113866760,CUL4A;CUL4A,5'UTR;Body
cg18860868,0.08,0.040,1.000,1.00,chr12,117588951,FBXO21;FBXO21,Body;Body
cg18830952,0.08,0.040,1.000,1.00,chr12,132606769,EP400NL,Body
cg03119618,0.10,0.040,1.000,1.00,chr19,38572401,SIPA1L3,Body
cg14181724,-0.11,0.040,1.000,1.00,chr9,72436057,C9orf135,Body
cg07624977,0.09,0.040,1.000,1.00,chr5,32259643,MTMR12,Body
cg05945943,0.10,0.040,1.000,1.00,chr18,60986770,BCL2;BCL2,TSS200;TSS200
cg20866810,0.13,0.040,1.000,1.00,chr7,6621024,ZDHHC4;ZDHHC4;ZDHHC4;ZDHHC4,Body;Body;Body;Body
cg19778003,0.18,0.040,1.000,1.00,chr3,111718062,TAGLN3;TAGLN3;TAGLN3;TAGLN3,1stExon;5'UTR;5'UTR;5'UTR
cg07150830,0.08,0.040,1.000,1.00,chr17,26127542,NOS2;NOS2,1stExon;5'UTR
cg22346081,-0.33,0.040,1.000,1.00,chr1,109937191,SORT1,Body
cg12229387,0.10,0.040,1.000,1.00,chr17,39867328,GAST,TSS1500
cg04635069,0.08,0.040,1.000,1.00,chr7,156636277,LMBR1,Body
cg21856005,0.18,0.041,1.000,1.00,chr1,98386766,DPYD;DPYD,TSS200;TSS200
cg16664915,0.17,0.041,1.000,1.00,chr8,10907788,XKR6,Body
cg27472151,-0.11,0.041,1.000,1.00,chr11,118956135,HMBS,Body
cg17351116,0.07,0.041,1.000,1.00,chr20,25371719,ABHD12;ABHD12,TSS1500;TSS1500
cg03217019,0.08,0.041,1.000,1.00,chr17,61895920,DDX42;DDX42,3'UTR;3'UTR
cg05710676,-0.09,0.041,1.000,1.00,chr3,18258805,,
cg10717387,0.08,0.041,1.000,1.00,chr6,26057256,HIST1H1C,TSS1500
cg07148407,0.12,0.041,1.000,1.00,chr7,102775759,NAPEPLD;NAPEPLD,5'UTR;5'UTR
cg10356060,0.09,0.041,1.000,1.00,chr5,138775106,DNAJC18,1stExon
cg05829548,0.14,0.041,1.000,1.00,chr13,96087962,CLDN10;CLDN10,Body;Body
cg08468904,0.09,0.041,1.000,1.00,chr1,150337389,RPRD2,1stExon
cg03994959,-0.15,0.041,1.000,1.00,chr13,108866993,LIG4;LIG4;LIG4;LIG4,5'UTR;1stExon;5'UTR;5'UTR
cg17149920,0.10,0.041,1.000,1.00,chr10,101190611,GOT1,TSS200
cg05785565,0.09,0.041,1.000,1.00,chr3,42305191,CCK,5'UTR
cg15368222,0.15,0.041,1.000,1.00,chr12,38449116,,
cg13836627,-0.11,0.041,1.000,1.00,chr15,30113723,TJP1;TJP1,Body;Body
cg15830431,0.09,0.041,1.000,1.00,chr8,99952591,,
cg03262554,0.10,0.041,1.000,1.00,chr9,136474735,,
cg27205928,0.19,0.041,1.000,1.00,chr7,1062652,C7orf50;C7orf50;C7orf50;MIR339,Body;Body;Body;Body
cg09991633,0.13,0.041,1.000,1.00,chr8,134759376,,
cg12958963,0.09,0.041,1.000,1.00,chr7,73084208,VPS37D,Body
cg05353317,-0.07,0.041,1.000,1.00,chr12,76742207,BBS10;BBS10,1stExon;5'UTR
cg13899279,-0.12,0.041,1.000,1.00,chr3,52030037,RPL29,TSS200
cg18144296,-0.08,0.041,1.000,1.00,chr6,144385771,PLAGL1;PLAGL1,TSS200;TSS200
cg01906637,-0.07,0.041,1.000,1.00,chr14,21504131,RNASE13,TSS1500
cg03352657,-0.11,0.041,1.000,1.00,chr17,26684557,POLDIP2;POLDIP2;TMEM199,1stExon;5'UTR;TSS200
cg20495009,-0.09,0.041,1.000,1.00,chr12,105323744,SLC41A2,TSS1500
cg17701942,0.10,0.041,1.000,1.00,chr11,62575582,STX5,Body
cg06977068,0.06,0.041,1.000,1.00,chr22,29469014,KREMEN1;KREMEN1,TSS200;TSS200
cg13016975,-0.13,0.041,1.000,1.00,chr6,117150798,GPRC6A,TSS1500
cg09121720,0.10,0.041,1.000,1.00,chr5,141027935,FCHSD1,Body
cg26612794,0.14,0.041,1.000,1.00,chr16,88148745,,
cg00597876,-0.09,0.041,1.000,1.00,chr15,74494909,STRA6;STRA6;STRA6;STRA6;STRA6,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg24898562,0.07,0.041,1.000,1.00,chr19,15543952,WIZ,Body
cg23385492,0.10,0.041,1.000,1.00,chr7,158325118,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg04085896,0.07,0.041,1.000,1.00,chr1,8088516,,
cg03830597,-0.09,0.041,1.000,1.00,chr13,28747020,PAN3;PAN3,Body;Body
cg00691368,0.15,0.041,1.000,1.00,chr6,30909820,DPCR1,Body
cg26836479,0.14,0.041,1.000,1.00,chr19,42706353,DEDD2,Body
cg09867953,0.10,0.041,1.000,1.00,chr16,23706666,ERN2,Body
cg23528168,0.11,0.041,1.000,1.00,chr5,89770579,MBLAC2;MBLAC2;POLR3G,5'UTR;1stExon;TSS200
cg16165651,0.16,0.041,1.000,1.00,chr2,33747506,RASGRP3;RASGRP3;RASGRP3,Body;Body;Body
cg25304837,0.12,0.041,1.000,1.00,chr5,10018020,,
cg11119746,-0.13,0.041,1.000,1.00,chr7,42533133,,
cg15536401,0.18,0.041,1.000,1.00,chr7,119831208,,
cg26190686,0.09,0.041,1.000,1.00,chr20,61697216,,
cg21191810,0.18,0.041,1.000,1.00,chr6,118973309,C6orf204;C6orf204,TSS1500;TSS1500
cg10700564,0.10,0.041,1.000,1.00,chr12,103350348,ASCL1,TSS1500
cg19910327,0.14,0.041,1.000,1.00,chr10,95723024,PIPSL,TSS1500
cg18396054,0.07,0.041,1.000,1.00,chr11,107879052,CUL5,TSS1500
cg00607526,-0.09,0.041,1.000,1.00,chr5,131347278,ACSL6;ACSL6;ACSL6;ACSL6,5'UTR;5'UTR;1stExon;1stExon
cg10143807,0.09,0.041,1.000,1.00,chr1,155050924,EFNA3,TSS1500
cg12100881,-0.07,0.041,1.000,1.00,chr6,31615403,BAT3;BAT3;BAT3;BAT3,Body;Body;Body;Body
cg08358188,0.14,0.041,1.000,1.00,chr6,32802958,TAP2;TAP2,Body;Body
cg26319579,0.13,0.041,1.000,1.00,chr6,35466014,TULP1;TEAD3,3'UTR;TSS1500
cg22264980,0.12,0.041,1.000,1.00,chr3,133020205,TMEM108;TMEM108,Body;Body
cg18103606,0.09,0.041,1.000,1.00,chr22,32146197,C22orf30,TSS200
cg13577231,0.09,0.041,1.000,1.00,chr19,53571146,ZNF160;ZNF160;ZNF160,3'UTR;3'UTR;3'UTR
cg06344116,-0.11,0.041,1.000,1.00,chr2,215673652,BARD1,Body
cg07691306,-0.25,0.041,1.000,1.00,chr19,953575,ARID3A,Body
cg25944620,-0.10,0.041,1.000,1.00,chr10,75401315,MYOZ1;MYOZ1,1stExon;5'UTR
cg10153335,-0.24,0.041,1.000,1.00,chr17,46671293,LOC404266;LOC404266;LOC404266;LOC404266;HOXB5,Body;Body;Body;Body;TSS200
cg01128736,-0.11,0.041,1.000,1.00,chr6,4461158,,
cg07419921,0.13,0.041,1.000,1.00,chr1,223563432,,
cg01900800,0.15,0.041,1.000,1.00,chr20,44109597,WFDC2,3'UTR
cg26411687,-0.43,0.041,1.000,1.00,chr12,58087601,OS9;OS9;OS9;OS9,TSS200;TSS200;TSS200;TSS200
cg08500017,0.06,0.041,1.000,1.00,chr8,75262557,GDAP1;GDAP1,TSS200;TSS200
cg14003211,0.07,0.041,1.000,1.00,chr2,10384622,,
cg04040935,0.10,0.041,1.000,1.00,chr6,167250513,RPS6KA2,Body
cg03377767,0.11,0.041,1.000,1.00,chr2,17997138,MSGN1,TSS1500
cg14738823,0.11,0.041,1.000,1.00,chr12,15090958,ERP27,Body
cg25077777,0.08,0.041,1.000,1.00,chr8,144676885,EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg19992633,0.29,0.041,1.000,1.00,chr14,96180576,TCL1A;TCL1A,TSS200;TSS200
cg06481076,0.06,0.041,1.000,1.00,chr5,6745560,POLS,Body
cg02632852,-0.12,0.041,1.000,1.00,chr17,5094881,ZNF594,5'UTR
cg00244267,0.08,0.041,1.000,1.00,chr19,4558565,SEMA6B,TSS200
cg27445557,0.09,0.041,1.000,1.00,chr7,44250002,YKT6,Body
cg20333945,0.11,0.041,1.000,1.00,chr2,145129279,,
cg13403003,-0.08,0.041,1.000,1.00,chr20,3392757,,
cg17408686,-0.15,0.041,1.000,1.00,chr3,126422575,CHCHD6,TSS1500
cg21745184,0.12,0.041,1.000,1.00,chr17,57697115,CLTC;CLTC,1stExon;5'UTR
cg07510714,-0.18,0.041,1.000,1.00,chr16,34983615,,
cg09799307,0.08,0.041,1.000,1.00,chr17,80046218,FASN,Body
cg06849349,-0.08,0.041,1.000,1.00,chr6,31869588,ZBTB12,5'UTR
cg03796659,0.10,0.041,1.000,1.00,chr2,192109284,MYO1B;MYO1B;MYO1B,TSS1500;TSS1500;TSS1500
cg15934191,-0.11,0.041,1.000,1.00,chr6,98298775,,
cg18644675,0.14,0.041,1.000,1.00,chr10,93393028,PPP1R3C,TSS200
cg08658407,0.08,0.041,1.000,1.00,chr19,9903639,,
cg13980528,0.19,0.041,1.000,1.00,chr1,82269522,LPHN2,5'UTR
cg06814136,-0.21,0.041,1.000,1.00,chr3,97663514,CRYBG3;MINA;MINA;MINA,3'UTR;3'UTR;3'UTR;3'UTR
cg27169539,0.12,0.041,1.000,1.00,chr14,21944788,RAB2B;RAB2B;TOX4;RAB2B;RAB2B,Body;Body;TSS1500;5'UTR;1stExon
cg10013324,-0.18,0.041,1.000,1.00,chr16,6335194,A2BP1;A2BP1,5'UTR;5'UTR
cg00166234,-0.08,0.041,1.000,1.00,chr2,63272303,LOC100132215;EHBP1;EHBP1;EHBP1;EHBP1,Body;Body;Body;Body;Body
cg03615207,-0.08,0.041,1.000,1.00,chr18,12702659,CEP76;PSMG2;CEP76,5'UTR;TSS1500;1stExon
cg16239906,0.10,0.041,1.000,1.00,chr20,35724590,RBL1;RBL1,TSS200;TSS200
cg03607813,0.36,0.041,1.000,1.00,chr12,105948248,,
cg14747498,0.07,0.041,1.000,1.00,chr8,143746110,JRK;JRK,Body;Body
cg18741175,-0.14,0.041,1.000,1.00,chr3,54067944,,
cg20272918,0.12,0.041,1.000,1.00,chr3,47555463,C3orf75,TSS1500
cg22423363,0.14,0.041,1.000,1.00,chr15,65042722,RBPMS2,Body
cg04609307,-0.10,0.041,1.000,1.00,chr1,8378356,,
cg17703554,0.13,0.041,1.000,1.00,chr8,88886339,DCAF4L2,TSS200
cg26378453,-0.07,0.041,1.000,1.00,chr18,8706260,,
cg02709211,0.10,0.041,1.000,1.00,chr8,53627369,RB1CC1;RB1CC1,TSS1500;TSS1500
cg22862767,0.10,0.041,1.000,1.00,chr2,154343870,,
cg15421911,-0.07,0.041,1.000,1.00,chr5,87897250,LOC645323,Body
cg16275981,0.11,0.041,1.000,1.00,chr5,87986030,,
cg15202104,0.12,0.041,1.000,1.00,chr4,74714063,PPBPL1,Body
cg08067030,0.07,0.041,1.000,1.00,chr11,10834109,,
cg00928393,-0.07,0.041,1.000,1.00,chr15,28358388,HERC2,Body
cg18212453,0.08,0.041,1.000,1.00,chr14,102808554,ZNF839,3'UTR
cg23459363,-0.14,0.041,1.000,1.00,chr10,115033723,,
cg07646999,0.07,0.041,1.000,1.00,chr19,36359211,APLP1;APLP1,TSS200;TSS200
cg22332321,0.09,0.041,1.000,1.00,chr20,62510260,TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2,Body;Body;Body;Body;Body;Body
cg21250100,-0.09,0.041,1.000,1.00,chr22,41956987,CSDC2,TSS200
cg07829001,0.09,0.041,1.000,1.00,chr1,6005092,NPHP4,Body
cg03961086,0.07,0.041,1.000,1.00,chr15,77223867,RCN2,TSS200
cg13813258,-0.09,0.041,1.000,1.00,chr2,3681387,COLEC11;COLEC11,Body;Body
cg23191370,0.08,0.041,1.000,1.00,chr6,31513261,ATP6V1G2;NFKBIL1;NFKBIL1;ATP6V1G2,Body;TSS1500;TSS1500;Body
cg09586646,0.29,0.041,1.000,1.00,chr9,123605570,PSMD5;LOC253039,TSS1500;Body
cg13940444,0.15,0.041,1.000,1.00,chr12,53617382,RARG,Body
cg06228542,-0.12,0.041,1.000,1.00,chr12,56123961,CD63;CD63,TSS1500;TSS1500
cg13025422,0.11,0.041,1.000,1.00,chr7,55433036,LANCL2,TSS200
cg06106063,0.13,0.041,1.000,1.00,chr13,78550939,EDNRB,TSS1500
cg03670441,-0.26,0.041,1.000,1.00,chr12,27094081,FGFR1OP2,5'UTR
cg16011480,-0.08,0.041,1.000,1.00,chr10,97667594,C10orf131,TSS200
cg03516836,0.10,0.041,1.000,1.00,chr12,57881693,MARS,TSS200
cg18394340,0.13,0.041,1.000,1.00,chr5,134735613,H2AFY;H2AFY;H2AFY;H2AFY,TSS1500;TSS200;TSS1500;TSS1500
cg27228383,0.10,0.041,1.000,1.00,chr3,195614967,TNK2;TNK2,Body;Body
cg19808643,0.14,0.041,1.000,1.00,chr5,122110361,SNX2,TSS1500
cg07383420,0.12,0.041,1.000,1.00,chr17,28793370,CPD,3'UTR
cg05924254,0.13,0.041,1.000,1.00,chr4,1107720,RNF212;RNF212,TSS200;TSS200
cg10842080,0.12,0.041,1.000,1.00,chr17,55123900,RNF126P1,Body
cg00424354,0.09,0.041,1.000,1.00,chr11,100555339,,
cg23319546,-0.07,0.041,1.000,1.00,chr10,75173760,ANXA7;ANXA7,5'UTR;5'UTR
cg04161464,0.09,0.041,1.000,1.00,chr5,132387772,HSPA4;HSPA4,1stExon;5'UTR
cg14490972,0.06,0.041,1.000,1.00,chr6,43484812,POLR1C;YIPF3;POLR1C;POLR1C;POLR1C,1stExon;TSS200;5'UTR;1stExon;5'UTR
cg18209212,-0.12,0.041,1.000,1.00,chr12,130646256,FZD10,TSS1500
cg08614813,0.10,0.041,1.000,1.00,chr6,88384581,AKIRIN2,3'UTR
cg17331044,-0.12,0.041,1.000,1.00,chr2,241512735,RNPEPL1,Body
cg05674052,0.15,0.041,1.000,1.00,chr7,101560966,CUX1;CUX1;CUX1,Body;Body;Body
cg12894142,-0.08,0.041,1.000,1.00,chr3,86979205,,
cg03748603,-0.19,0.041,1.000,1.00,chr19,2494443,,
cg26095546,0.12,0.041,1.000,1.00,chr13,39610587,C13orf23;C13orf23,Body;Body
cg08210871,-0.09,0.041,1.000,1.00,chr14,105676846,BRF1;BRF1,3'UTR;3'UTR
cg14649234,0.38,0.041,1.000,1.00,chr9,140004896,,
cg11580948,0.13,0.041,1.000,1.00,chr4,81188405,FGF5;FGF5,Body;Body
cg12220843,-0.08,0.041,1.000,1.00,chr19,10515211,MIR1181;CDC37,TSS1500;TSS1500
cg20075304,0.08,0.041,1.000,1.00,chr3,9690995,MTMR14;MTMR14;MTMR14,TSS200;TSS200;TSS200
cg03822350,-0.10,0.041,1.000,1.00,chr3,52720061,GNL3;GNL3;GNL3;PBRM1;GNL3;GNL3;GNL3,1stExon;5'UTR;5'UTR;TSS200;1stExon;5'UTR;1stExon
cg09671146,0.06,0.041,1.000,1.00,chr16,1464758,UNKL,TSS200
cg24760819,-0.10,0.041,1.000,1.00,chr14,91980788,,
cg16118438,0.07,0.041,1.000,1.00,chr17,71898325,,
cg26571002,0.20,0.041,1.000,1.00,chr18,43416018,SIGLEC15,Body
cg01759114,0.13,0.041,1.000,1.00,chr8,56494607,,
cg02943420,-0.08,0.041,1.000,1.00,chr14,104183509,ZFYVE21,Body
cg00179532,-0.11,0.041,1.000,1.00,chr17,79684775,SLC25A10,Body
cg12146741,-0.13,0.041,1.000,1.00,chr10,3365253,,
cg14388858,0.22,0.041,1.000,1.00,chr7,94285520,SGCE;PEG10;SGCE;PEG10;SGCE;SGCE;SGCE;SGCE,1stExon;TSS200;5'UTR;TSS200;5'UTR;5'UTR;1stExon;1stExon
cg13613210,-0.12,0.041,1.000,1.00,chr9,99181598,ZNF367,TSS1500
cg27536791,0.08,0.041,1.000,1.00,chr1,183010618,LAMC1,Body
cg22389270,0.08,0.041,1.000,1.00,chr8,101162769,POLR2K,TSS200
cg22479161,-0.06,0.041,1.000,1.00,chr5,17120060,,
cg27030655,0.13,0.041,1.000,1.00,chr13,111997466,,
cg17510278,-0.12,0.041,1.000,1.00,chr20,21696115,PAX1,3'UTR
cg09766323,-0.14,0.041,1.000,1.00,chr1,27648393,TMEM222,TSS1500
cg22039839,0.07,0.041,1.000,1.00,chr20,60777952,,
cg00005072,0.11,0.041,1.000,1.00,chr16,89371982,ANKRD11,Body
cg24870846,0.10,0.041,1.000,1.00,chr3,195809251,TFRC;TFRC,TSS1500;TSS1500
cg23900609,0.06,0.041,1.000,1.00,chr10,85672373,,
cg23515686,0.10,0.041,1.000,1.00,chr4,125638274,,
cg11124426,0.22,0.041,1.000,1.00,chr2,131149108,,
cg06833078,0.10,0.041,1.000,1.00,chr1,19577645,MRTO4;KIAA0090,TSS1500;Body
cg23688713,0.13,0.041,1.000,1.00,chr7,93967090,,
cg13043150,0.09,0.041,1.000,1.00,chr7,98972197,ARPC1B,TSS200
cg14284404,-0.07,0.041,1.000,1.00,chr1,118472380,GDAP2;GDAP2;WDR3;WDR3,TSS200;TSS200;1stExon;5'UTR
cg04272632,0.15,0.041,1.000,1.00,chr1,34629400,CSMD2,Body
cg11106264,-0.10,0.041,1.000,1.00,chr10,22331872,,
cg03968222,0.11,0.041,1.000,1.00,chr4,71521677,IGJ,3'UTR
cg05574313,0.15,0.041,1.000,1.00,chr4,155338166,DCHS2,Body
cg21376454,0.08,0.041,1.000,1.00,chr17,62203531,ERN1,Body
cg06770076,0.16,0.041,1.000,1.00,chr1,197782247,,
cg00954003,0.10,0.041,1.000,1.00,chr2,85132392,TMSB10,TSS1500
cg02351655,0.11,0.041,1.000,1.00,chr16,4442918,CORO7,Body
cg00379630,-0.11,0.041,1.000,1.00,chr6,159736614,,
cg16976857,0.09,0.041,1.000,1.00,chr3,43121157,C3orf39,3'UTR
cg12638728,0.17,0.041,1.000,1.00,chr2,113012287,ZC3H8,Body
cg06750579,0.07,0.041,1.000,1.00,chr19,14191988,,
cg06234300,-0.10,0.041,1.000,1.00,chr3,9291125,SRGAP3;SRGAP3;SRGAP3;SRGAP3,1stExon;5'UTR;1stExon;5'UTR
cg10732094,-0.10,0.041,1.000,1.00,chr19,45957466,,
cg14621701,0.10,0.041,1.000,1.00,chr20,61508590,,
cg21952115,-0.14,0.041,1.000,1.00,chr4,141174990,,
