"Excel Table 4: Differentially methylatied positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg24272309,-0.98,0.046,1.00,1.00,chr10,74115048,DNAJB12;DNAJB12,TSS200;TSS200
cg03328526,0.28,0.046,1.00,1.00,chr1,155829014,SYT11,TSS1500
cg01266850,-0.26,0.046,1.00,1.00,chr22,45016702,,
cg27584828,0.20,0.046,1.00,1.00,chr1,231762962,TSNAX-DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg27437338,-0.32,0.046,1.00,1.00,chr10,109654552,LINC01435,Body
cg21586296,-0.15,0.046,1.00,1.00,chr17,75084517,SEC14L1;SNHG20;SEC14L1;SCARNA16;MIR6516,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg13988652,-0.28,0.046,1.00,1.00,chr5,180234518,MGAT1;MGAT1,5'UTR;5'UTR
cg11910521,-0.22,0.046,1.00,1.00,chr9,139603750,,
cg09652964,0.31,0.046,1.00,1.00,chr11,1660843,HCCA2,Body
cg06802673,-0.17,0.046,1.00,1.00,chr5,180226322,MGAT1;MGAT1;MGAT1;MGAT1;MGAT1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg16608046,-0.36,0.046,1.00,1.00,chr1,154725225,KCNN3;KCNN3;KCNN3,Body;Body;Body
cg13146164,-0.19,0.046,1.00,1.00,chr3,4782393,ITPR1;ITPR1;ITPR1,Body;Body;Body
cg20271517,-0.29,0.046,1.00,1.00,chr4,156129862,NPY2R;NPY2R,5'UTR;1stExon
cg08279444,-0.19,0.046,1.00,1.00,chr1,202792366,MGAT4EP;MGAT4EP,Body;ExonBnd
cg26082418,-0.24,0.046,1.00,1.00,chr15,45637326,,
cg06902558,-0.23,0.046,1.00,1.00,chr10,3141803,PFKP,Body
cg03585731,-0.23,0.046,1.00,1.00,chr6,30483882,,
cg09986106,0.37,0.046,1.00,1.00,chr12,126468242,LINC00939,TSS1500
cg11868595,-0.43,0.046,1.00,1.00,chr6,32191226,NOTCH4,Body
cg00230074,-0.17,0.046,1.00,1.00,chr17,72358042,BTBD17,TSS200
cg02307184,-0.16,0.046,1.00,1.00,chr5,23821294,,
cg14249528,0.21,0.046,1.00,1.00,chr17,1927796,RTN4RL1,Body
cg12438576,-0.27,0.046,1.00,1.00,chr11,89232216,NOX4,5'UTR
cg11790335,0.24,0.046,1.00,1.00,chr6,50679857,TFAP2D,TSS1500
cg08703038,0.19,0.046,1.00,1.00,chr12,131573552,GPR133,Body
cg01676962,0.35,0.046,1.00,1.00,chr8,91997001,,
cg04733196,-0.19,0.046,1.00,1.00,chr16,1448059,,
cg15215155,-0.24,0.046,1.00,1.00,chr7,128473311,FLNC;FLNC,Body;Body
cg18874111,0.53,0.046,1.00,1.00,chr6,48669741,,
cg20979852,0.25,0.046,1.00,1.00,chr3,140770683,SPSB4,TSS200
cg16764368,-0.26,0.046,1.00,1.00,chr18,77112151,ATP9B;ATP9B,Body;Body
cg25392059,-0.22,0.046,1.00,1.00,chr10,11242002,CELF2;CELF2;CELF2;CELF2,Body;Body;Body;Body
cg23119977,-0.15,0.046,1.00,1.00,chr15,44213307,FRMD5,Body
cg04572898,0.24,0.046,1.00,1.00,chr15,89164981,AEN,5'UTR
cg15254954,-0.18,0.046,1.00,1.00,chr19,8420745,,
cg16265599,0.36,0.046,1.00,1.00,chr17,40936658,WNK4,Body
cg27406919,-0.18,0.046,1.00,1.00,chr16,87212733,,
cg21595802,-0.23,0.046,1.00,1.00,chr9,131012272,DNM1;DNM1;DNM1;DNM1;DNM1,Body;Body;Body;Body;Body
cg19049607,-0.25,0.046,1.00,1.00,chr12,12764333,CREBL2,TSS1500
cg09529591,-0.25,0.046,1.00,1.00,chr1,118223931,,
cg10136238,-0.31,0.046,1.00,1.00,chr5,140174382,PCDHA2;PCDHA2;PCDHA2;PCDHA1;PCDHA1,TSS200;TSS200;TSS200;Body;Body
cg13180952,-0.28,0.046,1.00,1.00,chr11,75190357,GDPD5,5'UTR
cg17163871,-0.26,0.046,1.00,1.00,chr4,4494006,STX18,Body
cg16286055,-0.30,0.046,1.00,1.00,chr7,28216851,JAZF1,Body
cg13871900,-0.22,0.046,1.00,1.00,chr17,79235968,SLC38A10;SLC38A10,Body;Body
cg02599643,-0.21,0.046,1.00,1.00,chr17,403644,,
cg15598217,0.40,0.046,1.00,1.00,chr17,4001879,ZZEF1,Body
cg01088787,0.25,0.046,1.00,1.00,chr2,42134860,,
cg18832140,-0.26,0.046,1.00,1.00,chr15,89962708,,
cg08106487,0.22,0.046,1.00,1.00,chr16,67980202,SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4,Body;Body;Body;Body;Body
cg19834028,0.24,0.046,1.00,1.00,chr9,116298537,RGS3;RGS3;RGS3;RGS3;RGS3;RGS3,TSS1500;Body;Body;Body;Body;Body
cg00352106,-0.23,0.046,1.00,1.00,chr1,39864197,MACF1;MACF1,Body;Body
cg02396110,-0.20,0.046,1.00,1.00,chr2,143907996,ARHGAP15,5'UTR
cg14858991,0.24,0.046,1.00,1.00,chr11,568456,MIR210HG;MIR210,Body;TSS1500
cg26392989,-0.24,0.046,1.00,1.00,chr1,32229177,BAI2,5'UTR
cg23300129,-0.43,0.046,1.00,1.00,chr6,97663602,MIR548H3;MMS22L,Body;Body
cg26755111,-0.15,0.046,1.00,1.00,chr11,68815586,TPCN2,TSS1500
cg16522223,-0.15,0.046,1.00,1.00,chr22,43400443,PACSIN2,5'UTR
cg05349837,-0.28,0.046,1.00,1.00,chr12,54430991,HOXC4,5'UTR
cg24024262,-0.28,0.046,1.00,1.00,chr11,86211112,ME3;ME3;ME3,Body;Body;Body
cg03549705,-0.21,0.046,1.00,1.00,chr16,29674618,SPN;SPN;SPN,1stExon;5'UTR;5'UTR
cg06460883,-0.28,0.046,1.00,1.00,chr5,154137632,LARP1;LARP1,Body;Body
cg22788243,0.19,0.046,1.00,1.00,chr4,36285698,DTHD1;DTHD1;DTHD1,Body;1stExon;5'UTR
cg24286131,-0.19,0.046,1.00,1.00,chr8,93528208,,
cg15833711,-0.26,0.046,1.00,1.00,chr17,75822669,,
cg06430495,-0.26,0.046,1.00,1.00,chr10,14598044,FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B;FAM107B,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body;5'UTR
cg13460850,-0.26,0.046,1.00,1.00,chr3,184302398,,
cg15999590,-0.20,0.046,1.00,1.00,chr17,40718810,MLX;MLX;MLX,TSS1500;TSS1500;TSS1500
cg18321495,-0.14,0.046,1.00,1.00,chr20,61158170,C20orf166,Body
cg01071534,-0.19,0.046,1.00,1.00,chr21,46385572,C21orf70,Body
cg00250751,-0.25,0.046,1.00,1.00,chr1,156059702,LMNA,5'UTR
cg20030817,-0.25,0.046,1.00,1.00,chr6,30699481,FLOT1,Body
cg12468119,-0.27,0.046,1.00,1.00,chr14,104630569,KIF26A,Body
cg12194055,-0.18,0.046,1.00,1.00,chr14,69377332,ACTN1;ACTN1;ACTN1,Body;Body;Body
cg10258875,-0.28,0.046,1.00,1.00,chr9,131104314,SLC27A4,5'UTR
cg04316263,-0.27,0.046,1.00,1.00,chr19,22026317,ZNF43;ZNF43;ZNF43;ZNF43;ZNF43,Body;5'UTR;5'UTR;5'UTR;5'UTR
cg09859179,0.24,0.046,1.00,1.00,chr2,58655104,,
cg14942542,0.35,0.046,1.00,1.00,chr17,48711954,ABCC3;ABCC3,TSS1500;TSS1500
cg26744375,0.32,0.046,1.00,1.00,chr7,27135723,HOXA1;HOXA1,TSS200;TSS200
cg06397424,-0.82,0.046,1.00,1.00,chr16,15737279,NDE1;NDE1;KIAA0430,1stExon;5'UTR;TSS1500
cg17654763,-0.18,0.046,1.00,1.00,chr16,75322931,,
cg27124205,-0.21,0.046,1.00,1.00,chr11,14444010,,
cg04935141,-0.28,0.046,1.00,1.00,chr11,75641766,UVRAG,Body
cg25853913,-0.19,0.046,1.00,1.00,chr11,44018761,,
cg19338567,-0.26,0.046,1.00,1.00,chr19,10578915,PDE4A;PDE4A;PDE4A;PDE4A;PDE4A,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg02711872,-0.16,0.046,1.00,1.00,chr7,150652702,KCNH2;KCNH2;KCNH2;KCNH2,5'UTR;Body;Body;1stExon
cg18257541,-0.17,0.046,1.00,1.00,chr3,23244062,UBE2E2,TSS1500
cg21193451,0.23,0.046,1.00,1.00,chr9,128509870,PBX3;PBX3;PBX3;PBX3,1stExon;Body;TSS1500;Body
cg15999547,-0.19,0.046,1.00,1.00,chr1,33360449,TMEM54,Body
cg15796240,0.22,0.046,1.00,1.00,chr3,185656023,TRA2B;TRA2B,TSS200;TSS200
cg15812476,0.28,0.046,1.00,1.00,chr5,74912433,ANKDD1B,Body
cg09582310,0.22,0.046,1.00,1.00,chr8,17942575,ASAH1;LOC101929066;LOC101929066;ASAH1;ASAH1,TSS1500;Body;Body;TSS200;TSS200
cg15803756,-0.24,0.046,1.00,1.00,chr10,13932894,FRMD4A,Body
cg12734710,-0.20,0.046,1.00,1.00,chr1,1486459,SSU72,Body
cg15463966,-0.19,0.046,1.00,1.00,chr3,148446998,AGTR1;AGTR1;AGTR1;AGTR1;AGTR1,5'UTR;5'UTR;5'UTR;TSS1500;5'UTR
cg12746356,0.62,0.046,1.00,1.00,chr10,124220874,HTRA1,TSS200
cg21710408,-0.19,0.046,1.00,1.00,chr18,56534826,ZNF532,5'UTR
cg20491522,-0.20,0.046,1.00,1.00,chr11,110460572,ARHGAP20;ARHGAP20;ARHGAP20;ARHGAP20;ARHGAP20,Body;Body;Body;Body;Body
cg19802390,-0.28,0.046,1.00,1.00,chr1,2840177,,
cg23639898,-0.20,0.046,1.00,1.00,chr18,22907773,ZNF521;ZNF521,5'UTR;Body
cg05230553,0.24,0.046,1.00,1.00,chr8,67974631,COPS5,TSS200
cg15295775,-0.56,0.046,1.00,1.00,chr6,44413609,CDC5L,Body
cg18394953,0.22,0.046,1.00,1.00,chr5,22853703,CDH12;CDH12,5'UTR;1stExon
cg14020904,-0.31,0.046,1.00,1.00,chr17,77019779,C1QTNF1;C1QTNF1,TSS1500;TSS1500
cg20444722,-0.27,0.046,1.00,1.00,chr16,89986351,MC1R,1stExon
cg24328152,-0.23,0.046,1.00,1.00,chr8,28965839,KIF13B,Body
cg08848479,-0.62,0.046,1.00,1.00,chr4,54375285,LNX1-AS1;LNX1;LNX1,Body;Body;Body
cg06965316,0.64,0.046,1.00,1.00,chr10,72163829,EIF4EBP2,TSS200
cg22611570,-0.22,0.046,1.00,1.00,chr4,9814505,,
cg17668069,0.23,0.046,1.00,1.00,chr17,42295833,UBTF;UBTF;UBTF,5'UTR;TSS200;5'UTR
cg08848560,0.24,0.046,1.00,1.00,chr7,151038949,NUB1,5'UTR
cg07470634,-0.17,0.046,1.00,1.00,chr12,120666924,PXN;PXN;PXN,5'UTR;Body;Body
cg26385798,-0.24,0.046,1.00,1.00,chr8,141764561,PTK2;PTK2;PTK2,Body;Body;Body
cg08247347,0.38,0.046,1.00,1.00,chr1,26496823,ZNF593,Body
cg24703757,0.31,0.046,1.00,1.00,chr4,183838736,DCTD;DCTD,TSS200;TSS200
cg08951101,-0.21,0.046,1.00,1.00,chr2,25639759,DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB,Body;Body;Body;Body;Body;Body;Body;Body
cg01501476,-0.15,0.046,1.00,1.00,chr6,41411128,,
cg26413942,-0.21,0.046,1.00,1.00,chr5,124081751,ZNF608,TSS1500
cg12833451,-0.24,0.046,1.00,1.00,chr3,33729800,CLASP2,Body
cg23691090,-0.58,0.046,1.00,1.00,chr22,46449981,C22orf26;C22orf26;LOC150381,1stExon;5'UTR;Body
cg08861261,-0.26,0.046,1.00,1.00,chr16,10716866,,
cg01256165,-0.20,0.046,1.00,1.00,chr20,62716606,OPRL1;C20orf201;OPRL1,5'UTR;TSS1500;5'UTR
cg12058784,0.27,0.046,1.00,1.00,chr16,55366068,,
cg00510827,-0.29,0.046,1.00,1.00,chr15,86300733,LOC101929679,Body
cg17174307,-0.30,0.046,1.00,1.00,chr2,19427767,,
cg14097135,-0.27,0.046,1.00,1.00,chr19,4524928,PLIN5,Body
cg17418683,0.21,0.046,1.00,1.00,chr6,28746739,,
cg02800396,-0.27,0.046,1.00,1.00,chr11,64532971,SF1;SF1;SF1,Body;3'UTR;Body
cg27490099,-0.16,0.046,1.00,1.00,chr6,117920682,GOPC;GOPC,Body;Body
cg07646209,-0.25,0.046,1.00,1.00,chr19,58240321,ZNF671,TSS1500
cg05556477,0.23,0.046,1.00,1.00,chr5,131705319,SLC22A5,TSS200
cg09779902,-0.28,0.046,1.00,1.00,chr15,86183251,AKAP13;AKAP13;AKAP13,Body;Body;Body
cg14037182,-0.25,0.046,1.00,1.00,chr1,3662738,KIAA0495,1stExon
cg01818597,0.31,0.046,1.00,1.00,chr11,63741913,COX8A,TSS200
cg11214895,-0.21,0.046,1.00,1.00,chr7,636194,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body
cg24498754,0.29,0.046,1.00,1.00,chr15,74908238,CLK3;CLK3,5'UTR;1stExon
cg23020660,-0.21,0.046,1.00,1.00,chr11,73581438,,
cg03885171,-0.30,0.046,1.00,1.00,chr16,85435462,,
cg09258455,-0.17,0.046,1.00,1.00,chr19,38918162,RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg08516247,0.32,0.046,1.00,1.00,chr5,1060773,SLC12A7,Body
cg02045294,-0.16,0.046,1.00,1.00,chr19,49223814,MAMSTR,TSS1500
cg12898975,-0.23,0.046,1.00,1.00,chr7,104524270,LHFPL3,Body
cg06431953,-0.25,0.046,1.00,1.00,chr10,112630726,LOC282997;PDCD4;PDCD4,TSS200;TSS1500;TSS1500
cg14892464,-0.20,0.046,1.00,1.00,chr11,111305954,,
cg22115787,-0.24,0.046,1.00,1.00,chr15,57517040,TCF12;TCF12;TCF12;TCF12;TCF12;TCF12;TCF12,Body;Body;Body;Body;Body;Body;Body
cg11588279,-0.24,0.046,1.00,1.00,chr1,33645718,TRIM62,Body
cg25472353,0.30,0.046,1.00,1.00,chr7,37489005,ELMO1,TSS1500
cg04682775,-0.17,0.046,1.00,1.00,chr1,44495089,SLC6A9,5'UTR
cg08206881,-0.86,0.046,1.00,1.00,chr2,12317357,,
cg16389456,-0.27,0.046,1.00,1.00,chr12,123636548,,
cg04578090,-0.17,0.046,1.00,1.00,chr17,27039523,PROCA1,TSS1500
cg10418626,-0.20,0.046,1.00,1.00,chr14,69052740,RAD51L1,Body
cg19997236,0.26,0.046,1.00,1.00,chr12,121790271,ANAPC5;ANAPC5,TSS200;5'UTR
cg21802808,-0.20,0.046,1.00,1.00,chr8,142716902,,
cg21032623,-0.21,0.046,1.00,1.00,chr14,24610802,FAM158A,TSS200
cg27218896,-0.26,0.046,1.00,1.00,chr2,183925348,,
cg15474402,0.41,0.046,1.00,1.00,chr4,188953969,,
cg04165518,-0.38,0.046,1.00,1.00,chr9,139981205,MAN1B1-AS1;MAN1B1;MAN1B1;MAN1B1,Body;TSS200;TSS200;TSS200
cg10622643,-0.28,0.046,1.00,1.00,chr17,935191,ABR;ABR;ABR;ABR;ABR,TSS200;Body;Body;Body;Body
cg03269050,0.26,0.046,1.00,1.00,chr10,102881545,TLX1NB,5'UTR
cg12379156,-0.19,0.046,1.00,1.00,chr1,236516609,,
cg21248028,-0.21,0.046,1.00,1.00,chr9,90999353,,
cg00191458,-0.25,0.046,1.00,1.00,chr5,169757859,LOC257358,TSS1500
cg05991938,-0.21,0.046,1.00,1.00,chr8,144460945,RHPN1,Body
cg17574739,-0.21,0.046,1.00,1.00,chr19,39694993,SYCN,TSS200
cg00983637,0.30,0.046,1.00,1.00,chr1,26663115,AIM1L,Body
cg13574883,0.28,0.046,1.00,1.00,chr7,1705861,,
cg00236305,-0.26,0.046,1.00,1.00,chr2,1796076,MYT1L,Body
cg10105237,-0.21,0.046,1.00,1.00,chr8,135726091,ZFAT,TSS1500
cg14411163,0.17,0.046,1.00,1.00,chr1,232402106,,
cg08208903,-0.29,0.046,1.00,1.00,chr12,90341154,,
cg09006366,-0.32,0.046,1.00,1.00,chr5,92899909,NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1;NR2F1-AS1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg08392212,-0.36,0.046,1.00,1.00,chr4,151048754,DCLK2;DCLK2,Body;Body
cg00154846,-0.16,0.046,1.00,1.00,chr1,2130580,C1orf86,Body
cg19028997,-0.24,0.046,1.00,1.00,chr1,205603040,ELK4;ELK4,TSS1500;TSS1500
cg14281591,-0.27,0.046,1.00,1.00,chr13,73636077,KLF5,Body
cg24120111,0.19,0.046,1.00,1.00,chr2,101593303,LOC101927142;NPAS2,Body;Body
cg05157098,-0.25,0.046,1.00,1.00,chr12,72059293,THAP2,Body
cg04817183,-0.28,0.046,1.00,1.00,chr2,10262814,RRM2;RRM2,1stExon;TSS200
cg20909355,0.25,0.046,1.00,1.00,chr4,83821052,THAP9,TSS1500
cg14592365,-0.17,0.046,1.00,1.00,chr11,111288100,,
cg14465207,-0.29,0.046,1.00,1.00,chr2,10951250,PDIA6,Body
cg21156912,-0.25,0.046,1.00,1.00,chr17,80847546,TBCD,Body
cg01283435,-0.30,0.046,1.00,1.00,chr5,141015863,HDAC3;RELL2;RELL2,Body;TSS1500;TSS1500
cg13311803,0.25,0.046,1.00,1.00,chr7,101930366,SH2B2,Body
cg16925449,-0.22,0.046,1.00,1.00,chr6,8103357,EEF1E1;EEF1E1;EEF1E1-BLOC1S5,TSS1500;TSS1500;TSS1500
cg27158659,-0.25,0.046,1.00,1.00,chr2,46077243,PRKCE,Body
cg15475485,-0.19,0.046,1.00,1.00,chr21,43924037,SLC37A1,5'UTR
cg24883927,-0.23,0.046,1.00,1.00,chr6,117775731,,
cg24319623,-0.22,0.046,1.00,1.00,chr3,101811636,,
cg21704203,0.23,0.046,1.00,1.00,chr12,95397489,NDUFA12;NDUFA12,5'UTR;1stExon
cg16217242,-0.24,0.046,1.00,1.00,chr17,42201542,HDAC5;HDAC5,TSS1500;TSS1500
cg09127592,-0.32,0.046,1.00,1.00,chr8,27164804,TRIM35,Body
cg26186956,0.23,0.046,1.00,1.00,chr18,47018909,RPL17-C18orf32;RPL17;SNORD58A;RPL17;RPL17;RPL17;RPL17-C18orf32;SNORD58B;RPL17;RPL17-C18orf32;RPL17;RPL17;RPL17;RPL17;RPL17;RPL17;RPL17,5'UTR;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;1stExon;1stExon;1stExon;1stExon;1stExon;TSS200;TSS200;TSS200;TSS200
cg12587766,0.46,0.046,1.00,1.00,chr5,38556435,LIFR;LIFR;LIFR,1stExon;5'UTR;5'UTR
cg27070313,0.23,0.046,1.00,1.00,chr11,8806794,LOC102724784;ST5;ST5;ST5,Body;5'UTR;5'UTR;5'UTR
cg07404706,0.21,0.046,1.00,1.00,chr4,3836413,,
cg12272297,-0.26,0.046,1.00,1.00,chr6,136242344,PDE7B,Body
cg25181236,-0.20,0.046,1.00,1.00,chr4,56387275,CLOCK,5'UTR
cg23205387,0.34,0.046,1.00,1.00,chr7,152623043,,
cg19107215,-0.24,0.046,1.00,1.00,chr16,81555582,CMIP;CMIP,Body;Body
cg19450479,0.21,0.046,1.00,1.00,chr3,5018817,,
cg05453626,-0.24,0.046,1.00,1.00,chr9,5563053,PDCD1LG2,Body
cg24873414,-0.41,0.046,1.00,1.00,chr19,18746981,KLHL26,TSS1500
cg02548323,-0.23,0.046,1.00,1.00,chr7,101556938,CUX1;CUX1;CUX1;CUX1;CUX1;CUX1;CUX1,Body;Body;Body;Body;Body;Body;Body
cg24980453,-0.28,0.046,1.00,1.00,chr4,187064964,FAM149A,TSS1500
cg22862619,-0.25,0.046,1.00,1.00,chr14,101413262,,
cg02119229,-0.32,0.046,1.00,1.00,chr11,112046248,BCO2;BCO2;BCO2,1stExon;5'UTR;TSS1500
cg22888751,-0.22,0.046,1.00,1.00,chr2,175584400,,
cg14784953,-0.35,0.046,1.00,1.00,chr10,4556778,,
cg03463994,0.28,0.046,1.00,1.00,chr2,189046152,,
cg14243010,-0.25,0.046,1.00,1.00,chr9,127117328,LOC100129034;PSMB7,Body;Body
cg00754408,-0.21,0.046,1.00,1.00,chr9,71032345,PGM5,Body
cg27077847,-0.31,0.046,1.00,1.00,chr9,92059481,SEMA4D;SEMA4D,5'UTR;5'UTR
cg20986621,-0.25,0.046,1.00,1.00,chr15,36653669,,
cg16365421,-0.22,0.046,1.00,1.00,chr2,121523609,,
cg22281352,-0.22,0.046,1.00,1.00,chr10,105308527,NEURL1,Body
cg27576415,0.31,0.046,1.00,1.00,chr15,41709087,RTF1,TSS1500
cg16446019,-0.31,0.046,1.00,1.00,chr11,111743112,ALG9;ALG9;ALG9;ALG9,TSS1500;TSS1500;TSS1500;TSS1500
cg10282571,-0.30,0.046,1.00,1.00,chr5,9927323,,
cg14262906,-0.30,0.046,1.00,1.00,chr1,179072980,ABL2;ABL2;ABL2;ABL2;ABL2;ABL2;ABL2,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg11454747,-0.25,0.046,1.00,1.00,chr1,15375843,KAZN;KAZN;KAZN;KAZN;KAZN,Body;Body;Body;Body;Body
cg27371952,0.29,0.046,1.00,1.00,chr9,133323848,ASS1;ASS1,5'UTR;5'UTR
cg01594290,-0.26,0.046,1.00,1.00,chr1,42611386,,
cg24367228,-0.26,0.046,1.00,1.00,chr5,131915055,RAD50,Body
cg19357499,-1.73,0.046,1.00,1.00,chr8,144660631,NAPRT1,TSS200
cg20851187,-0.24,0.046,1.00,1.00,chr20,21164508,KIZ;KIZ;KIZ;KIZ,Body;Body;Body;Body
cg01063759,-0.34,0.046,1.00,1.00,chr5,140105694,VTRNA1-3,TSS200
cg17581938,-0.32,0.046,1.00,1.00,chr3,148578693,,
cg21028402,-0.22,0.046,1.00,1.00,chr6,113932902,,
cg21568368,0.65,0.046,1.00,1.00,chr6,32812167,PSMB8;PSMB8,TSS1500;1stExon
cg23840340,0.39,0.046,1.00,1.00,chr2,239229728,TRAF3IP1;TRAF3IP1,Body;Body
cg01889897,-0.20,0.046,1.00,1.00,chr14,104387210,C14orf2;C14orf2,Body;5'UTR
cg24376271,-0.24,0.046,1.00,1.00,chr16,75283661,BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1;BCAR1,TSS1500;Body;Body;Body;Body;Body;Body;Body
cg16889524,-0.23,0.046,1.00,1.00,chr10,114057952,MIR6715A;TECTB,TSS1500;Body
cg04253608,-0.30,0.046,1.00,1.00,chr15,92555091,SLCO3A1;SLCO3A1,Body;Body
cg17721355,-0.24,0.046,1.00,1.00,chr8,143516572,,
cg01195246,0.50,0.046,1.00,1.00,chr16,745765,FBXL16,Body
cg10744157,-0.30,0.046,1.00,1.00,chr1,228527511,OBSCN;OBSCN;OBSCN,Body;Body;Body
cg09956132,0.26,0.046,1.00,1.00,chr16,84311051,,
cg07811376,0.21,0.046,1.00,1.00,chr19,50980165,EMC10;EMC10;FAM71E1;FAM71E1,Body;Body;TSS200;TSS200
cg05854313,0.22,0.046,1.00,1.00,chr10,73450016,CDH23;CDH23;CDH23,Body;Body;Body
cg20519328,-0.19,0.046,1.00,1.00,chr15,86296274,,
cg07036914,-0.23,0.046,1.00,1.00,chr17,36577690,,
cg04509155,-0.29,0.046,1.00,1.00,chr7,92054217,,
cg10930308,1.41,0.046,1.00,1.00,chr6,30039476,RNF39;RNF39,Body;Body
cg21317834,-0.27,0.046,1.00,1.00,chr6,169542571,,
cg18958235,-0.21,0.046,1.00,1.00,chr3,12969256,IQSEC1;IQSEC1,Body;Body
cg17521426,-0.44,0.046,1.00,1.00,chr4,174203520,GALNT7,Body
cg12540453,0.51,0.046,1.00,1.00,chr11,82783067,RAB30,TSS200
cg25885108,-0.36,0.046,1.00,1.00,chr1,3568669,TP73,TSS1500
cg00449941,0.19,0.046,1.00,1.00,chr17,26926011,SPAG5;SPAG5,5'UTR;1stExon
cg05524354,-0.38,0.046,1.00,1.00,chr10,129797760,PTPRE,5'UTR
cg01953451,-0.22,0.046,1.00,1.00,chr10,6298406,,
cg08023757,-0.20,0.046,1.00,1.00,chr5,61713299,IPO11;IPO11,TSS1500;5'UTR
cg25861692,-0.28,0.046,1.00,1.00,chr11,115010594,,
cg04089275,-0.26,0.046,1.00,1.00,chr14,62009941,PRKCH,Body
cg27151303,-0.21,0.046,1.00,1.00,chr7,27184821,,
cg25695992,-0.23,0.046,1.00,1.00,chr2,38057966,,
cg02330587,-0.24,0.046,1.00,1.00,chr12,11314853,PRH1-PRR4;PRH1;PRH1,Body;5'UTR;5'UTR
cg02065795,0.31,0.046,1.00,1.00,chr15,64673455,KIAA0101;KIAA0101,Body;Body
cg14707162,-0.34,0.046,1.00,1.00,chr11,17036581,PLEKHA7,TSS1500
cg14687331,-0.23,0.046,1.00,1.00,chr13,101799158,NALCN,Body
cg14105377,-0.22,0.046,1.00,1.00,chr13,31553124,,
cg12685711,-0.23,0.046,1.00,1.00,chr1,102188250,,
cg13343159,-0.26,0.046,1.00,1.00,chr8,700290,,
cg02901861,0.25,0.046,1.00,1.00,chr19,53466205,ZNF816A,TSS200
cg05635617,-0.18,0.046,1.00,1.00,chr3,49977228,RBM6;RBM6,TSS1500;TSS1500
cg18209674,0.32,0.046,1.00,1.00,chr2,53995411,CHAC2;GPR75-ASB3;ASB3;ASB3;ASB3,Body;Body;5'UTR;5'UTR;5'UTR
cg24721120,-0.52,0.046,1.00,1.00,chr6,24799319,C6orf229,TSS200
cg13380181,0.18,0.046,1.00,1.00,chr9,112262548,,
cg04990650,-0.19,0.046,1.00,1.00,chr12,9234306,A2M,Body
cg19709625,0.24,0.046,1.00,1.00,chr3,142607981,PCOLCE2,TSS200
cg26062244,0.42,0.046,1.00,1.00,chr6,76375289,SENP6;SENP6;SENP6,Body;Body;Body
cg20335915,0.20,0.046,1.00,1.00,chr11,117312041,DSCAML1,Body
cg25063798,-0.32,0.046,1.00,1.00,chr6,143994307,PHACTR2;PHACTR2,Body;Body
cg05262409,-0.19,0.046,1.00,1.00,chr21,35456012,SLC5A3;MRPS6,5'UTR;Body
cg11100465,-0.35,0.046,1.00,1.00,chr3,14615134,,
cg16751424,-0.24,0.046,1.00,1.00,chr6,152949654,SYNE1;SYNE1,5'UTR;5'UTR
cg15829654,-0.23,0.046,1.00,1.00,chr6,108482863,,
cg10334948,-0.21,0.046,1.00,1.00,chr18,6355911,L3MBTL4,5'UTR
