"Excel Table 8: Differentially variable positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg06485706,-0.14,0.044,0.676,1.000,chr16,28996270,LAT;LAT;LAT;LAT,Body;TSS200;TSS200;TSS200
cg09405661,-0.34,0.044,0.676,1.000,chr10,79397455,KCNMA1;KCNMA1;KCNMA1;KCNMA1;KCNMA1;KCNMA1;KCNMA1;KCNMA1,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon
cg19045773,-0.20,0.044,0.676,1.000,chr6,88452006,,
cg17963089,0.22,0.044,0.676,1.000,chr9,139743185,PHPT1;PHPT1,TSS200;TSS200
cg11157208,0.18,0.044,0.676,1.000,chr1,15392308,KIAA1026;KIAA1026;KIAA1026;KIAA1026;KIAA1026,Body;3'UTR;3'UTR;3'UTR;3'UTR
cg19199113,0.18,0.044,0.676,1.000,chr2,122563448,,
cg23888340,-0.15,0.044,0.676,1.000,chr17,74533504,CYGB,1stExon
cg09717352,0.15,0.044,0.676,1.000,chr4,89740889,FAM13A;FAM13A,Body;Body
cg21339581,0.10,0.044,0.676,1.000,chr4,1800987,FGFR3;FGFR3;FGFR3,Body;Body;Body
cg03314917,0.13,0.044,0.676,1.000,chr14,34420962,EGLN3;EGLN3,TSS1500;TSS1500
cg04099430,0.12,0.044,0.676,1.000,chr13,114193746,TMCO3,Body
cg17222829,0.13,0.044,0.676,1.000,chr11,70433293,SHANK2;SHANK2,Body;Body
cg15161774,0.15,0.044,0.676,1.000,chr10,128245778,,
cg01770127,0.15,0.044,0.676,1.000,chr12,39716680,KIF21A;KIF21A;KIF21A;KIF21A;KIF21A;KIF21A;KIF21A;KIF21A,ExonBnd;ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body
cg10208457,-0.15,0.044,0.676,1.000,chr5,176874324,PRR7,5'UTR
cg16135716,0.34,0.044,0.676,1.000,chr12,14133887,GRIN2B,TSS1500
cg09754083,0.14,0.044,0.676,1.000,chr15,38794868,RASGRP1;RASGRP1;RASGRP1,Body;Body;Body
cg21782813,0.13,0.044,0.676,1.000,chr7,2030301,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg07351497,-0.19,0.044,0.676,1.000,chr19,36546357,THAP8;WDR62;WDR62,TSS1500;Body;Body
cg25004868,0.15,0.044,0.676,1.000,chr8,6590103,AGPAT5,Body
cg01983725,0.10,0.044,0.676,1.000,chr1,227161799,CABC1,Body
cg21078193,0.16,0.044,0.676,1.000,chr2,127888003,,
cg19893292,0.14,0.044,0.676,1.000,chr1,224482086,NVL;NVL;NVL;NVL,Body;Body;Body;Body
cg15997127,0.10,0.044,0.676,1.000,chr5,31192390,CDH6,TSS1500
cg16726852,0.15,0.044,0.676,1.000,chr2,111921249,BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11;BCL2L11,Body;Body;Body;Body;Body;Body;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg12071317,0.13,0.044,0.676,1.000,chr13,26559695,ATP8A2,Body
cg16158833,0.12,0.044,0.676,1.000,chr4,113269289,ALPK1;ALPK1;ALPK1,5'UTR;5'UTR;5'UTR
cg18361093,-0.22,0.044,0.676,1.000,chr10,135193212,PAOX;PAOX;PAOX,Body;Body;Body
cg01140515,0.42,0.044,0.676,1.000,chr20,50419033,SALL4;SALL4,1stExon;5'UTR
cg09124193,0.24,0.044,0.676,1.000,chr17,74277663,QRICH2;QRICH2,Body;Body
cg04203843,0.14,0.044,0.676,1.000,chr15,65983195,DENND4A;DENND4A,Body;Body
cg04195945,0.12,0.044,0.676,1.000,chr3,8945403,RAD18,Body
cg18570658,0.12,0.044,0.676,1.000,chr13,111100156,COL4A2,Body
cg15760821,0.18,0.044,0.676,1.000,chr11,10350839,CAND1.11,Body
cg20490386,0.13,0.044,0.676,1.000,chr18,77479368,CTDP1;CTDP1,Body;Body
cg07462405,-0.11,0.044,0.676,1.000,chr8,134315664,,
cg14432474,-0.23,0.044,0.676,1.000,chr1,212606122,NENF;NENF,TSS200;TSS200
cg23083424,0.09,0.044,0.676,1.000,chr10,75415875,SYNPO2L,TSS200
cg22463799,0.20,0.044,0.676,1.000,chr8,13473948,,
cg22614355,0.15,0.044,0.676,1.000,chr1,19991237,HTR6,TSS1500
cg26618737,0.09,0.044,0.676,1.000,chr8,38385186,C8orf86;C8orf86,Body;Body
cg24023258,-0.18,0.044,0.676,1.000,chr8,143781297,LY6K;LY6K;LY6K,TSS1500;TSS1500;TSS1500
cg06704942,0.15,0.044,0.676,1.000,chr17,47911397,,
cg03518664,0.13,0.044,0.676,1.000,chr1,26252038,,
cg12197357,-0.15,0.044,0.676,1.000,chr1,228930267,,
cg09994356,0.33,0.044,0.676,1.000,chr20,42875779,GDAP1L1,TSS200
cg09282869,-0.15,0.044,0.676,1.000,chr16,21289947,CRYM;CRYM,TSS1500;5'UTR
cg11339270,0.12,0.044,0.676,1.000,chr10,103991999,PITX3,5'UTR
cg21814238,0.18,0.044,0.676,1.000,chr11,72343473,PDE2A;PDE2A;PDE2A;PDE2A,Body;Body;Body;Body
cg00561206,0.15,0.044,0.676,1.000,chr14,64453630,SYNE2;SYNE2;MIR548AZ,Body;Body;Body
cg16178786,-0.14,0.044,0.676,1.000,chr13,99932587,UBAC2;UBAC2;UBAC2;MIR548AN,Body;Body;Body;Body
cg23992583,0.14,0.044,0.676,1.000,chr12,62108676,FAM19A2,Body
cg20486052,-0.22,0.044,0.676,1.000,chr2,118572171,DDX18,TSS200
cg22692020,0.16,0.044,0.676,1.000,chr5,1357863,,
cg11863248,0.17,0.044,0.676,1.000,chr7,132937434,EXOC4;EXOC4,TSS1500;TSS1500
cg11643263,-0.11,0.044,0.676,1.000,chr11,75110175,RPS3;RPS3;RPS3;RPS3;SNORD15A,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg19979646,0.13,0.044,0.676,1.000,chr13,53226667,SUGT1;SUGT1,TSS200;TSS200
cg06986831,0.12,0.044,0.676,1.000,chr20,48926118,LINC01270,Body
cg15464627,0.15,0.044,0.676,1.000,chr10,114737643,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg06938954,-0.18,0.044,0.676,1.000,chr4,114286281,ANK2;ANK2;ANK2,Body;Body;Body
cg09061168,0.12,0.044,0.676,1.000,chr11,86617368,,
cg03459567,-0.14,0.044,0.676,1.000,chr6,27778247,HIST1H3H,1stExon
cg12777893,-0.17,0.044,0.676,1.000,chr7,139475765,HIPK2;HIPK2,Body;Body
cg05372182,0.18,0.044,0.676,1.000,chr8,71751724,,
cg14282004,0.13,0.044,0.676,1.000,chr19,46270700,SIX5,Body
cg09125623,0.16,0.044,0.676,1.000,chr6,168197983,C6orf123,TSS1500
cg01220572,0.20,0.044,0.676,1.000,chr3,51137653,DOCK3,Body
cg12566133,0.18,0.044,0.676,1.000,chr4,148752847,ARHGAP10,Body
cg19207803,0.15,0.044,0.676,1.000,chr4,1807819,FGFR3;FGFR3;FGFR3,Body;Body;Body
cg01871408,0.15,0.044,0.676,1.000,chr15,25330536,SNORD116-18;SNORD116-17;SNORD116-19,Body;TSS1500;TSS1500
cg02160026,0.15,0.044,0.676,1.000,chr15,93348904,,
cg13194738,-0.11,0.044,0.676,1.000,chr1,169332649,NME7;NME7;NME7,5'UTR;Body;Body
cg07601071,0.15,0.044,0.676,1.000,chr3,140684348,SLC25A36;SLC25A36,Body;Body
cg05045194,0.13,0.044,0.676,1.000,chr16,87276506,,
cg01761362,0.12,0.044,0.676,1.000,chr17,40051528,ACLY;ACLY,Body;Body
cg09127027,0.11,0.044,0.676,1.000,chr15,75107410,LMAN1L,Body
cg02399455,0.13,0.044,0.676,1.000,chr7,87855714,SRI,Body
cg22050348,0.15,0.044,0.676,1.000,chr6,4114656,C6orf201;C6orf201;C6orf201,Body;Body;Body
cg16904854,0.15,0.044,0.676,1.000,chr1,65809524,DNAJC6;DNAJC6;DNAJC6,5'UTR;Body;Body
cg26308403,0.15,0.044,0.676,1.000,chr10,105246365,NEURL1-AS1,Body
cg24496088,0.17,0.044,0.676,1.000,chr1,243650228,SDCCAG8,Body
cg06336221,-0.13,0.044,0.676,1.000,chr6,31936446,SKIV2L,Body
cg05941631,-0.11,0.044,0.676,1.000,chr2,46521469,,
cg21474774,0.15,0.044,0.676,1.000,chr1,71632244,,
cg13870005,-0.23,0.044,0.676,1.000,chr5,140709006,PCDHGA1;PCDHGA1,TSS1500;TSS1500
cg17996757,-0.16,0.044,0.676,1.000,chr7,131013207,MKLN1;MKLN1,Body;Body
cg16655388,0.14,0.044,0.676,1.000,chr4,142560910,IL15;IL15,5'UTR;5'UTR
cg10960439,0.13,0.044,0.676,1.000,chr18,29523265,TRAPPC8,TSS200
cg21359303,-0.08,0.044,0.676,1.000,chr10,106068573,,
cg04951024,0.12,0.044,0.676,1.000,chr2,103775614,,
cg17740540,0.15,0.044,0.676,1.000,chr6,88530306,LOC101928911,Body
cg13108197,0.17,0.044,0.676,1.000,chr16,72134476,DHX38;DHX38,ExonBnd;Body
cg01715098,0.22,0.044,0.676,1.000,chr7,5721516,RNF216-IT1;RNF216;RNF216,TSS1500;Body;Body
cg09929856,0.16,0.044,0.676,1.000,chr22,43817323,MPPED1,5'UTR
cg02273362,-0.12,0.044,0.676,1.000,chr5,6424279,,
cg19621460,0.21,0.044,0.676,1.000,chr19,14225945,PRKACA;PRKACA,TSS1500;Body
cg06852442,0.14,0.044,0.676,1.000,chr3,125272608,OSBPL11,Body
cg03993081,0.17,0.044,0.676,1.000,chr9,133255151,HMCN2,Body
cg06229380,0.18,0.044,0.676,1.000,chr3,197051783,,
cg14209348,0.18,0.044,0.676,1.000,chr4,101596296,LINC01216,TSS200
cg17875176,-0.19,0.044,0.676,1.000,chr6,1286416,,
cg15022359,0.16,0.044,0.676,1.000,chr1,4193126,,
cg23916104,0.23,0.044,0.676,1.000,chr11,7110083,RBMXL2,TSS200
cg24591692,0.13,0.044,0.676,1.000,chr7,133881815,LRGUK,Body
cg19760243,0.11,0.044,0.676,1.000,chr1,153662353,NPR1,Body
cg27556598,0.14,0.044,0.676,1.000,chr5,118836944,HSD17B4;HSD17B4;HSD17B4;HSD17B4;HSD17B4,Body;Body;Body;Body;Body
cg18296121,-0.14,0.044,0.676,1.000,chr11,123611820,ZNF202,5'UTR
cg00242950,0.13,0.044,0.676,1.000,chr3,112899162,,
cg01315003,0.18,0.044,0.676,1.000,chr8,101016281,RGS22;RGS22;RGS22,Body;Body;Body
cg21625552,-0.21,0.044,0.676,1.000,chr17,35754787,ACACA;ACACA,5'UTR;Body
cg18153401,0.15,0.044,0.676,1.000,chr9,21974871,CDKN2A;CDKN2A;CDKN2A;CDKN2A;CDKN2A;CDKN2A,1stExon;1stExon;TSS200;5'UTR;5'UTR;Body
cg07865723,0.16,0.044,0.676,1.000,chr1,11514438,,
cg06530044,0.15,0.044,0.676,1.000,chr9,128239551,MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1,Body;Body;Body;Body;Body
cg10958453,0.16,0.044,0.676,1.000,chr18,9707194,RAB31,TSS1500
cg13117948,-0.22,0.044,0.676,1.000,chr4,16086051,PROM1;PROM1,TSS1500;TSS1500
cg20677365,0.41,0.044,0.676,1.000,chr6,18155916,TPMT;KDM1B,TSS1500;5'UTR
cg09867656,0.20,0.044,0.676,1.000,chr1,76550508,ST6GALNAC3;ST6GALNAC3,Body;Body
cg14657517,0.26,0.044,0.676,1.000,chr11,32456910,WT1;WIT1;WT1;WT1;WT1;WT1;WT1;WT1;WT1,1stExon;TSS1500;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon;5'UTR
cg25466396,0.12,0.044,0.676,1.000,chr1,244319008,,
cg04446723,-0.15,0.044,0.676,1.000,chr1,151672679,CELF3;CELF3;CELF3;CELF3;CELF3,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg10044405,0.14,0.044,0.676,1.000,chr4,25658127,SLC34A2;SLC34A2;SLC34A2;SLC34A2,5'UTR;5'UTR;1stExon;5'UTR
cg16092393,0.14,0.044,0.676,1.000,chr11,58037175,OR10W1,TSS1500
cg17551008,-0.17,0.044,0.676,1.000,chr6,117923860,GOPC;GOPC,TSS200;TSS200
cg04788444,0.13,0.044,0.676,1.000,chr1,228584774,TRIM11,Body
cg13428978,-0.14,0.044,0.676,1.000,chr8,1993987,MYOM2,5'UTR
cg19558710,0.14,0.044,0.676,1.000,chr3,156618155,LEKR1;LEKR1,Body;Body
cg13941682,0.18,0.044,0.676,1.000,chr4,702545,PCGF3,5'UTR
cg25144930,-0.08,0.044,0.676,1.000,chr11,2398505,CD81,TSS200
cg09221267,0.13,0.044,0.676,1.000,chr11,61530895,MYRF;MYRF,Body;Body
cg05617973,-0.21,0.044,0.676,1.000,chr19,49468917,FTL,Body
cg13152690,-0.10,0.044,0.676,1.000,chr14,91695017,,
cg00280858,-0.11,0.044,0.676,1.000,chr7,157809235,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg14844551,0.10,0.044,0.676,1.000,chr5,134672987,C5orf66;H2AFY;H2AFY;H2AFY;H2AFY,Body;Body;Body;Body;Body
cg21992857,0.16,0.044,0.676,1.000,chr11,68068199,,
cg02964434,0.12,0.044,0.676,1.000,chr15,31617537,,
cg11809283,0.17,0.044,0.676,1.000,chr1,95102298,,
cg24310914,-0.12,0.044,0.676,1.000,chr8,41347711,GOLGA7;GOLGA7;GOLGA7,TSS1500;TSS1500;TSS1500
cg04833938,0.11,0.044,0.676,1.000,chr16,81248670,PKD1L2;PKD1L2,Body;Body
cg22482069,0.16,0.044,0.676,1.000,chr5,1077041,SLC12A7,Body
cg20935363,0.23,0.044,0.676,1.000,chr11,72295535,PDE2A;PDE2A;PDE2A;PDE2A,Body;Body;Body;Body
cg19416103,0.15,0.044,0.676,1.000,chr6,38790277,DNAH8,Body
cg07431672,0.20,0.044,0.676,1.000,chr7,107880402,NRCAM;NRCAM;NRCAM;NRCAM;NRCAM;NRCAM;NRCAM;NRCAM;NRCAM,ExonBnd;ExonBnd;ExonBnd;ExonBnd;1stExon;Body;Body;Body;Body
cg19695867,-0.13,0.044,0.676,1.000,chr1,109585390,WDR47;WDR47;WDR47,TSS1500;TSS1500;TSS1500
cg21916555,0.13,0.044,0.676,1.000,chr4,164061823,NAF1;NAF1,Body;Body
cg01659283,-0.12,0.044,0.676,1.000,chr8,59713369,,
cg14969806,0.11,0.044,0.676,1.000,chr1,5919854,,
cg10199311,0.13,0.044,0.676,1.000,chr6,83975309,ME1,Body
cg19126690,0.16,0.044,0.676,1.000,chr1,61390978,,
cg02713593,0.15,0.044,0.676,1.000,chr5,165524395,,
cg17866376,0.24,0.044,0.676,1.000,chr2,198114908,ANKRD44;ANKRD44,Body;Body
cg16501440,-0.12,0.044,0.676,1.000,chr17,66032328,KPNA2,5'UTR
cg17982459,-0.13,0.044,0.676,1.000,chr10,105881830,C10orf78;C10orf78;C10orf78,1stExon;TSS200;5'UTR
cg07402003,0.15,0.044,0.676,1.000,chr16,52503883,TOX3;TOX3,Body;Body
cg21264443,0.15,0.044,0.676,1.000,chr1,115828878,NGF,Body
cg10727759,-0.29,0.044,0.676,1.000,chr12,50017361,PRPF40B,TSS200
cg19189459,0.16,0.044,0.676,1.000,chr2,120770398,EPB41L5,TSS1500
cg15987587,0.15,0.044,0.676,1.000,chr18,66328214,,
cg11079989,0.15,0.044,0.676,1.000,chr1,17222715,,
cg07969473,-0.13,0.044,0.676,1.000,chr10,181286,ZMYND11;ZMYND11;ZMYND11,5'UTR;5'UTR;5'UTR
cg10462597,0.19,0.044,0.676,1.000,chr3,116996975,,
cg12018888,-0.11,0.044,0.676,1.000,chr6,106583218,,
cg12649486,0.16,0.044,0.676,1.000,chr7,91972397,ANKIB1,Body
cg10112163,0.16,0.044,0.676,1.000,chr8,68471040,CPA6,Body
cg13499155,0.12,0.044,0.676,1.000,chr12,72376553,TPH2,Body
cg11798182,-0.13,0.044,0.676,1.000,chr14,98444513,C14orf64,TSS200
cg07691484,0.13,0.044,0.676,1.000,chr11,842764,TSPAN4;TSPAN4;POLR2L;TSPAN4;TSPAN4;TSPAN4;TSPAN4,TSS200;TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS200
cg23389061,-0.13,0.044,0.676,1.000,chr14,24611157,FAM158A,TSS1500
cg18116636,-0.17,0.044,0.676,1.000,chr9,95819084,,
cg18467645,-0.15,0.044,0.676,1.000,chr7,766813,PRKAR1B;HEATR2;PRKAR1B;PRKAR1B,5'UTR;1stExon;5'UTR;5'UTR
cg17588578,0.16,0.044,0.676,1.000,chr5,140723583,PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA3,Body;TSS200;Body;TSS200
cg24320265,0.10,0.044,0.676,1.000,chr13,40754814,LINC00332,TSS1500
cg00803825,0.24,0.044,0.676,1.000,chr8,57423599,LOC101929415,Body
cg12661161,-0.11,0.044,0.676,1.000,chr13,30703007,,
cg20923942,0.12,0.044,0.676,1.000,chr1,205744695,RAB29;RAB29;RAB29;RAB29,TSS200;TSS200;TSS200;TSS200
cg10156586,-0.16,0.044,0.676,1.000,chr16,89160039,ACSF3;ACSF3;ACSF3,TSS1500;TSS1500;TSS1500
cg09522027,-0.29,0.044,0.676,1.000,chr2,28974177,PPP1CB;PPP1CB,TSS1500;TSS1500
cg15929495,0.15,0.044,0.676,1.000,chr13,113201776,TUBGCP3,Body
cg14081855,0.12,0.044,0.676,1.000,chr1,8374119,,
cg06243326,0.18,0.044,0.676,1.000,chr20,61968102,,
cg14783915,0.13,0.044,0.676,1.000,chr6,2102033,GMDS;GMDS,Body;Body
cg17852026,-0.12,0.044,0.676,1.000,chr10,31077499,,
cg14772833,0.15,0.044,0.676,1.000,chr16,51090939,,
cg17212304,0.13,0.044,0.676,1.000,chr2,234394541,USP40,Body
cg19591099,0.12,0.044,0.676,1.000,chr6,30849941,DDR1,TSS1500
cg03580836,0.10,0.044,0.676,1.000,chr10,134992080,KNDC1,Body
cg00559790,-0.17,0.044,0.676,1.000,chr1,93914052,FNBP1L;FNBP1L;FNBP1L,Body;Body;Body
cg07860708,0.18,0.044,0.676,1.000,chr6,46625910,SLC25A27;SLC25A27;SLC25A27,Body;Body;Body
cg26270411,-0.22,0.044,0.676,1.000,chr20,43514327,YWHAB;YWHAB,TSS200;TSS200
cg15229803,0.19,0.044,0.676,1.000,chr9,14531381,,
cg16790466,0.17,0.044,0.676,1.000,chr20,50414839,SALL4,Body
cg25998745,0.18,0.044,0.676,1.000,chr8,142028625,,
cg20827807,-0.11,0.044,0.676,1.000,chr5,180336595,BTNL8;BTNL8;BTNL8;BTNL8;BTNL8;BTNL8;BTNL8,1stExon;5'UTR;Body;Body;Body;Body;Body
cg06885359,0.13,0.044,0.676,1.000,chr22,45501510,,
cg02539809,0.17,0.044,0.676,1.000,chr7,120725046,C7orf58;C7orf58,Body;Body
cg22888214,-0.07,0.044,0.676,1.000,chr12,2415477,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg13507084,0.11,0.044,0.676,1.000,chr9,34555042,CNTFR;CNTFR,Body;Body
cg24473270,-0.23,0.044,0.676,1.000,chr7,36192221,EEPD1,TSS1500
cg22743841,0.18,0.044,0.676,1.000,chr7,100172527,LRCH4;ZASP;SAP25;LRCH4,Body;TSS200;TSS1500;3'UTR
cg19353642,0.18,0.044,0.676,1.000,chr13,36444664,MIR548F5;DCLK1,Body;Body
cg14650559,-0.15,0.044,0.676,1.000,chr14,77843620,C14orf174;TMED8,TSS200;TSS1500
cg20966054,0.17,0.044,0.676,1.000,chr16,16202854,ABCC1,Body
cg19275483,-0.17,0.044,0.676,1.000,chr9,27530217,MOB3B,TSS1500
cg20811730,-0.72,0.044,0.676,1.000,chr1,150293902,PRPF3,TSS200
cg11065518,0.13,0.044,0.676,1.000,chr2,207630263,MDH1B;FASTKD2;FASTKD2;FASTKD2;FASTKD2;FASTKD2;FASTKD2,TSS1500;1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR
cg02997868,-0.18,0.044,0.676,1.000,chr19,12777667,MORG1;MORG1;MAN2B1;MORG1,1stExon;5'UTR;TSS200;Body
cg05192831,0.09,0.044,0.676,1.000,chr16,29913007,ASPHD1,1stExon
cg21141587,0.12,0.044,0.676,1.000,chr3,14755007,C3orf20,Body
cg09519120,-0.12,0.044,0.676,1.000,chr1,161050990,PVRL4,Body
cg08731009,0.12,0.044,0.676,1.000,chr13,99158901,STK24;STK24,Body;Body
cg19547189,0.11,0.044,0.676,1.000,chr16,18033449,,
cg00710870,-0.15,0.044,0.676,1.000,chr7,102793411,,
cg10000971,0.14,0.044,0.676,1.000,chr1,62890061,,
cg19343871,-0.14,0.044,0.676,1.000,chr19,48103651,,
cg02914800,0.16,0.044,0.676,1.000,chr7,93549968,GNG11,TSS1500
cg17898069,0.11,0.044,0.676,1.000,chr1,234445489,SLC35F3,Body
cg19103860,0.09,0.044,0.676,1.000,chr7,95107564,,
cg16446543,0.11,0.044,0.676,1.000,chr2,173258744,,
cg17230491,-0.14,0.044,0.676,1.000,chr21,45679180,DNMT3L;DNMT3L,Body;Body
cg21582785,0.13,0.044,0.676,1.000,chr7,3982778,SDK1,Body
cg14130908,0.19,0.044,0.676,1.000,chr9,6416274,UHRF2,Body
cg03817673,0.13,0.044,0.676,1.000,chr4,189065399,TRIML1,Body
cg07115176,0.16,0.044,0.676,1.000,chr12,60321002,,
cg01102232,0.14,0.044,0.676,1.000,chr3,132135370,DNAJC13,TSS1500
cg11399891,0.10,0.044,0.676,1.000,chr19,56652352,ZNF444,TSS1500
cg06709178,0.09,0.044,0.676,1.000,chr1,38328759,INPP5B,Body
cg26758863,-0.14,0.044,0.676,1.000,chr19,57752111,ZNF805;ZNF805;ZNF805;ZNF805,1stExon;5'UTR;1stExon;5'UTR
cg22173931,0.17,0.044,0.676,1.000,chr10,82366911,SH2D4B;SH2D4B,Body;Body
cg24072947,0.12,0.044,0.676,1.000,chr3,136674783,,
cg21732625,0.12,0.044,0.676,1.000,chr19,1510107,ADAMTSL5,Body
cg03552728,-0.24,0.044,0.676,1.000,chr2,60809304,,
cg25619159,0.10,0.044,0.676,1.000,chr9,137262485,RXRA,Body
cg02131891,0.16,0.044,0.676,1.000,chr3,121612036,SLC15A2;SLC15A2,TSS1500;TSS1500
cg03349123,0.15,0.044,0.676,1.000,chr9,139902493,ABCA2;ABCA2,Body;Body
cg03578951,0.15,0.044,0.676,1.000,chr1,44678791,DMAP1;DMAP1;DMAP1,TSS1500;TSS1500;TSS1500
cg20159482,0.13,0.044,0.676,1.000,chr7,5719533,RNF216-IT1;RNF216;RNF216,Body;Body;Body
cg07480840,0.18,0.044,0.676,1.000,chr1,161988984,OLFML2B;OLFML2B,Body;Body
cg01682157,0.52,0.044,0.676,1.000,chr6,1516643,,
cg04218760,-0.31,0.044,0.676,1.000,chr10,45406644,TMEM72,TSS200
cg15701412,-0.17,0.044,0.676,1.000,chr13,45242109,,
cg06104799,0.13,0.044,0.676,1.000,chr3,111389073,,
cg10669142,-0.18,0.044,0.676,1.000,chr3,150674399,CLRN1;CLRN1;CLRN1;CLRN1,Body;Body;Body;Body
cg20052010,0.15,0.044,0.677,1.000,chr2,56108750,EFEMP1;EFEMP1;EFEMP1,Body;Body;Body
cg22503060,0.13,0.044,0.677,1.000,chr12,92368774,,
cg04763917,0.13,0.044,0.677,1.000,chr19,7912765,EVI5L;EVI5L,Body;Body
cg16810522,0.12,0.044,0.677,1.000,chr16,565780,RAB11FIP3;RAB11FIP3,Body;Body
cg18397280,0.13,0.044,0.677,1.000,chr1,220311352,IARS2,Body
cg17436370,0.11,0.044,0.677,1.000,chr11,120008607,TRIM29,1stExon
cg03976172,-0.14,0.044,0.677,1.000,chr8,106666746,ZFPM2,Body
cg11724393,0.13,0.044,0.677,1.000,chr22,39550015,CBX7,TSS1500
cg22134757,0.15,0.044,0.677,1.000,chr8,22723825,PEBP4,Body
cg22194995,0.15,0.044,0.677,1.000,chr6,14710376,,
cg21292505,0.15,0.044,0.677,1.000,chr4,108681881,,
cg26740135,0.17,0.044,0.677,1.000,chr2,197631753,GTF3C3,Body
cg17174681,0.14,0.044,0.677,1.000,chr5,172599313,,
cg23013489,0.14,0.044,0.677,1.000,chr10,105901566,C10orf79,Body
cg16046740,-0.10,0.044,0.677,1.000,chr11,95522512,CEP57;FAM76B,TSS1500;Body
cg05105770,0.17,0.044,0.677,1.000,chr14,62203903,HIF1A;HIF1A;HIF1A,Body;Body;Body
cg00413238,0.14,0.044,0.677,1.000,chr7,150919711,ABCF2;ABCF2;ABCF2;ABCF2,ExonBnd;ExonBnd;Body;Body
cg11213001,-0.15,0.044,0.677,1.000,chr10,32667770,EPC1,TSS200
cg09912525,0.16,0.044,0.677,1.000,chr3,46532011,,
cg00072271,0.15,0.044,0.677,1.000,chr1,220371965,RAB3GAP2,Body
cg15665203,0.12,0.044,0.677,1.000,chr13,112282481,,
cg11277350,0.16,0.044,0.677,1.000,chr7,21582064,DNAH11,TSS1500
cg04679284,0.13,0.044,0.677,1.000,chr16,10653017,EMP2,5'UTR
cg23653389,-0.14,0.044,0.677,1.000,chr10,127585090,FANK1,TSS200
cg24350568,-0.12,0.044,0.677,1.000,chr15,91428139,FES;FES;FES;FES,5'UTR;5'UTR;TSS200;TSS200
cg20704404,0.13,0.044,0.677,1.000,chr12,126345843,,
cg19136371,-0.15,0.044,0.677,1.000,chr6,40357140,,
cg04754379,0.15,0.044,0.677,1.000,chr22,46638039,PPARA;PPARA,3'UTR;3'UTR
cg07413747,0.17,0.044,0.677,1.000,chr10,20221082,PLXDC2;PLXDC2,Body;Body
cg15862215,0.14,0.044,0.677,1.000,chr2,63277010,OTX1,TSS1500
cg03213420,-0.11,0.044,0.677,1.000,chr19,6801266,VAV1;VAV1;VAV1,Body;Body;Body
cg23436968,-0.20,0.044,0.677,1.000,chr9,20340988,,
cg17060857,-0.18,0.044,0.677,1.000,chr17,33148277,,
cg00158758,-0.13,0.044,0.677,1.000,chr14,24772204,NOP9;NOP9,Body;Body
cg24458401,-0.17,0.044,0.677,1.000,chr8,115524677,,
cg11076306,-0.15,0.044,0.677,1.000,chr4,41430667,LIMCH1;LIMCH1;LIMCH1,Body;Body;Body
cg09355371,0.12,0.044,0.677,1.000,chr9,134681789,,
cg21700772,-0.14,0.044,0.677,1.000,chr7,1644443,,
cg17947221,0.08,0.044,0.677,1.000,chr1,7641358,CAMTA1,Body
cg22180201,0.13,0.044,0.677,1.000,chr6,71666858,B3GAT2,TSS200
cg05257132,0.15,0.044,0.677,1.000,chr5,139456452,,
cg23517677,0.15,0.044,0.677,1.000,chr11,62528272,POLR2G,TSS1500
cg09303201,0.16,0.044,0.677,1.000,chr16,85674253,KIAA0182;KIAA0182,5'UTR;Body
